RECORDING_SESSION_LABEL,TRIAL_INDEX,IA_AVERAGE_FIX_PUPIL_SIZE,TRIAL_DWELL_TIME,TRIAL_FIXATION_COUNT,IA_FIXATION_%,IA_FIXATION_COUNT,IA_DWELL_TIME_%,IA_FIRST_FIXATION_DURATION,IA_LABEL,IA_MAX_FIX_PUPIL_SIZE,IA_MIN_FIX_PUPIL_SIZE,IA_REGRESSION_IN,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT,IA_REGRESSION_OUT_COUNT,IA_SKIP,IA_RUN_COUNT,sno,assertion,IA_FIRST_RUN_FIXATION_%,cond_remark,cleaned_tokens,backward_reg_count,forward_reg_count,total_reg_count,Clicked,token,Intensity_Category,Intensity_Category_Binary,Pupilsize_variation,index
p19,80,"[1142.67, 1133.33, 1188.0, 1149.5, 1192.0, 1161.1]",2131.0,11,"[0.2727, 0.2727, 0.0909, 0.1818, 0.1818, 0.0]","[3, 3, 1, 2, 2, 0]","[0.2797, 0.2454, 0.0826, 0.1408, 0.2515, 0.0]","[218.0, 154.0, 176.0, 133.0, 328.0, 201.8]",Word 1,"[1199.0, 1174.0, 1188.0, 1170.0, 1200.0, 1186.2]","[1101.0, 1112.0, 1188.0, 1129.0, 1184.0, 1142.8]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[3.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[3.0, 3.0, 1.0, 2.0, 2.0, 0.0]",60,Regen ruiniert oft den größten Spaß.,"[0.0909, 0.0909, 0.0909, 0.0909, 0.0909, 0.0909]",neutral_w,"['regen', 'ruiniert', 'oft', 'den', 'größten', 'spaß']","[0.0, 2.0, 0.0, 1.0, 2.0, 0.0]","[2.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[2.0, 3.0, 1.0, 2.0, 2.0, 0.0]","[0, 1, 1, 0, 0, 0]",,neutral,0,"[98.0, 62.0, 0.0, 41.0, 16.0, 43.4]",885.0
p2,16,"[1353.78, 1346.14, 1371.0, 1344.2]",5195.0,25,"[0.0, 0.28, 0.16, 0.2]","[0, 7, 4, 5]","[0.0, 0.2826, 0.1711, 0.1453]","[149.66666666666666, 116.0, 169.0, 164.0]",Word 1,"[1409.3333333333333, 1454.0, 1405.0, 1369.0]","[1321.3333333333333, 1280.0, 1351.0, 1333.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 4.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 4.0, 3.0, 4.0]",61,Die #keinurlaub-Bewegung ist hysterisch.,"[0.0666666666666666, 0.08, 0.04, 0.08]",neutral_w,"['die', '#keinurlaub-bewegung', 'ist', 'hysterisch']","[0.0, 0.0, 1.0, 4.0]","[0.0, 3.0, 2.0, 0.0]","[0.0, 3.0, 3.0, 4.0]","[0, 0, 1, 1]",,hate,1,"[88.0, 174.0, 54.0, 36.0]",911.0
p2,51,"[1372.33, 1417.0, 1318.5, 1321.67, 1254.0, 1336.7]",2947.0,15,"[0.2, 0.0667, 0.1333, 0.2, 0.1333, 0.0]","[3, 1, 2, 3, 2, 0]","[0.1931, 0.0635, 0.2206, 0.2121, 0.094, 0.0]","[120.0, 187.0, 221.0, 109.0, 183.0, 164.0]",Word 1,"[1397.0, 1417.0, 1418.0, 1393.0, 1257.0, 1376.4]","[1358.0, 1417.0, 1219.0, 1256.0, 1251.0, 1300.2]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 2.0, 1.0, 1.0, 0.0]",64,Wissenschaftler sind überwiegend angetrieben durch Neugierde.,"[0.2, 0.0667, 0.0667, 0.2, 0.1333, 0.13334]",neutral_w,"['wissenschaftler', 'sind', 'überwiegend', 'angetrieben', 'durch', 'neugierde']","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[1, 0, 1, 1, 0, 1]",,positive,0,"[39.0, 0.0, 199.0, 137.0, 6.0, 76.2]",946.0
p2,73,"[1185.5, 1203.0, 1286.0, 1198.5, 1300.0, 1230.5]",2206.0,10,"[0.2, 0.1, 0.1, 0.2, 0.1, 0.2]","[2, 1, 1, 2, 1, 2]","[0.1342, 0.1877, 0.0707, 0.1478, 0.1582, 0.2525]","[162.0, 414.0, 156.0, 151.0, 349.0, 199.0]",Word 1,"[1238.0, 1203.0, 1286.0, 1253.0, 1300.0, 1259.0]","[1133.0, 1203.0, 1286.0, 1144.0, 1300.0, 1202.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[2.0, 1.0, 1.0, 2.0, 1.0, 1.0]",60,Regen ruiniert oft den größten Spaß.,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.2]",neutral_w,"['regen', 'ruiniert', 'oft', 'den', 'größten', 'spaß']","[0.0, 1.0, 0.0, 2.0, 0.0, 0.0]","[2.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[2.0, 1.0, 1.0, 2.0, 1.0, 0.0]","[1, 1, 1, 0, 0, 0]",,neutral,0,"[105.0, 0.0, 0.0, 109.0, 0.0, 57.0]",968.0
p20,25,"[1060.8333333333333, 1109.17, 992.33, 1081.0]",5217.0,23,"[0.0, 0.5217, 0.1304, 0.1739]","[0, 12, 3, 4]","[0.0, 0.4821, 0.2118, 0.171]","[163.66666666666666, 136.0, 149.0, 206.0]",Word 1,"[1227.0, 1496.0, 1060.0, 1125.0]","[978.3333333333334, 950.0, 940.0, 1045.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 4.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 4.0, 2.0, 4.0]",61,Die #keinurlaub-Bewegung ist hysterisch.,"[0.1594333333333333, 0.3478, 0.087, 0.0435]",neutral_w,"['die', '#keinurlaub-bewegung', 'ist', 'hysterisch']","[0.0, 0.0, 0.0, 3.0]","[0.0, 2.0, 2.0, 0.0]","[0.0, 2.0, 2.0, 3.0]","[0, 0, 0, 1]",,hate,1,"[248.66666666666663, 546.0, 120.0, 80.0]",1010.0
p20,27,"[1321.0, 1169.0, 1096.5, 1023.25, 1101.25, 1043.0]",3278.0,19,"[0.1579, 0.1053, 0.1053, 0.2105, 0.2105, 0.1579]","[3, 2, 2, 4, 4, 3]","[0.1748, 0.09, 0.1455, 0.2312, 0.1806, 0.1361]","[156.0, 120.0, 179.0, 248.0, 165.0, 209.0]",Word 1,"[1370.0, 1247.0, 1195.0, 1175.0, 1313.0, 1090.0]","[1278.0, 1091.0, 998.0, 965.0, 965.0, 969.0]","[1.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[1.0, 1.0, 0.0, 2.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 2.0, 3.0, 4.0, 2.0]",64,Wissenschaftler sind überwiegend angetrieben durch Neugierde.,"[0.1053, 0.0526, 0.0526, 0.0526, 0.0526, 0.0526]",neutral_w,"['wissenschaftler', 'sind', 'überwiegend', 'angetrieben', 'durch', 'neugierde']","[0.0, 0.0, 1.0, 1.0, 1.0, 2.0]","[2.0, 2.0, 1.0, 2.0, 2.0, 0.0]","[2.0, 2.0, 2.0, 3.0, 3.0, 2.0]","[0, 0, 0, 1, 0, 1]",,positive,0,"[92.0, 156.0, 197.0, 210.0, 348.0, 121.0]",1012.0
p20,53,"[1267.5, 1121.25, 1088.5, 1114.67, 1130.0, 1140.0]",5083.0,26,"[0.0769, 0.1538, 0.0769, 0.1154, 0.1923, 0.1154]","[2, 4, 2, 3, 5, 3]","[0.0897, 0.1818, 0.0635, 0.1133, 0.2095, 0.1375]","[278.0, 245.0, 126.0, 205.0, 172.0, 184.0]",Word 1,"[1371.0, 1232.0, 1112.0, 1203.0, 1211.0, 1217.0]","[1164.0, 1013.0, 1065.0, 1032.0, 1046.0, 1072.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[1.0, 2.0, 1.0, 1.0, 2.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.0, 4.0, 2.0, 3.0, 4.0, 3.0]",60,Regen ruiniert oft den größten Spaß.,"[0.0385, 0.0385, 0.0385, 0.0385, 0.0385, 0.0385]",neutral_w,"['regen', 'ruiniert', 'oft', 'den', 'größten', 'spaß']","[0.0, 1.0, 1.0, 1.0, 1.0, 3.0]","[2.0, 3.0, 0.0, 2.0, 3.0, 0.0]","[2.0, 4.0, 1.0, 3.0, 4.0, 3.0]","[0, 1, 0, 0, 0, 0]",,hate,1,"[207.0, 219.0, 47.0, 171.0, 165.0, 145.0]",1038.0
p21,47,"[952.5, 962.5, 973.5, 958.67, 956.83, 928.33]",5929.0,23,"[0.1739, 0.1739, 0.087, 0.1304, 0.2609, 0.1304]","[4, 4, 2, 3, 6, 3]","[0.2945, 0.1639, 0.0592, 0.1133, 0.2704, 0.0799]","[369.0, 117.0, 139.0, 172.0, 190.0, 42.0]",Word 1,"[955.0, 981.0, 985.0, 965.0, 971.0, 929.0]","[947.0, 946.0, 962.0, 954.0, 940.0, 928.0]","[1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[2.0, 3.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 4.0, 2.0, 3.0, 3.0, 1.0]",60,Regen ruiniert oft den größten Spaß.,"[0.0435, 0.0435, 0.0435, 0.0435, 0.087, 0.1304]",neutral_w,"['regen', 'ruiniert', 'oft', 'den', 'größten', 'spaß']","[0.0, 2.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 1.0, 2.0, 1.0, 0.0]","[2.0, 4.0, 2.0, 3.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]",,neutral,0,"[8.0, 35.0, 23.0, 11.0, 31.0, 1.0]",1122.0
p21,63,"[921.37, 933.71, 927.0, 903.4]",3865.0,14,"[0.0, 0.5, 0.0714, 0.3571]","[0, 7, 1, 5]","[0.0, 0.3798, 0.1089, 0.4812]","[272.0, 244.0, 421.0, 151.0]",Word 1,"[933.6666666666666, 944.0, 927.0, 930.0]","[900.6666666666666, 917.0, 927.0, 858.0]","[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0]","[0.0, 1.0, 1.0, 3.0]",61,Die #keinurlaub-Bewegung ist hysterisch.,"[0.2619, 0.5, 0.0714, 0.2143]",neutral_w,"['die', '#keinurlaub-bewegung', 'ist', 'hysterisch']","[0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 0.0]","[0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0]",,neutral,0,"[33.0, 27.0, 0.0, 72.0]",1138.0
p21,72,"[1000.0, 971.0, 941.5, 892.0, 917.35, 782.25]",4087.0,12,"[0.0833, 0.0833, 0.1667, 0.25, 0.0, 0.3333]","[1, 1, 2, 3, 0, 4]","[0.0768, 0.0651, 0.09, 0.1529, 0.0, 0.6085]","[314.0, 266.0, 141.0, 137.0, 250.0, 392.0]",Word 1,"[1000.0, 971.0, 944.0, 931.0, 939.4, 851.0]","[1000.0, 971.0, 939.0, 845.0, 898.0, 735.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 1.0]",64,Wissenschaftler sind überwiegend angetrieben durch Neugierde.,"[0.0833, 0.0833, 0.1667, 0.25, 0.1833199999999999, 0.3333]",neutral_w,"['wissenschaftler', 'sind', 'überwiegend', 'angetrieben', 'durch', 'neugierde']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]",,positive,0,"[0.0, 0.0, 5.0, 86.0, 41.4, 116.0]",1147.0
p22,59,"[1681.0, 1486.4375, 1491.0, 1373.75, 1486.4375, 1400.0]",3148.0,16,"[0.125, 0.0, 0.125, 0.5, 0.0, 0.1875]","[2, 0, 2, 8, 0, 3]","[0.0718, 0.0, 0.1388, 0.5569, 0.0, 0.1985]","[111.0, 190.75, 158.0, 186.0, 190.75, 308.0]",Word 1,"[1688.0, 1558.5, 1617.0, 1516.0, 1558.5, 1413.0]","[1674.0, 1434.25, 1365.0, 1313.0, 1434.25, 1385.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 0.0, 2.0, 2.0, 0.0, 2.0]",64,Wissenschaftler sind überwiegend angetrieben durch Neugierde.,"[0.125, 0.09375, 0.0625, 0.125, 0.09375, 0.0625]",neutral_w,"['wissenschaftler', 'sind', 'überwiegend', 'angetrieben', 'durch', 'neugierde']","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 2.0, 2.0, 0.0, 0.0]","[1.0, 0.0, 2.0, 2.0, 0.0, 1.0]","[0, 0, 0, 1, 0, 1]",,positive,0,"[14.0, 124.25, 252.0, 203.0, 124.25, 28.0]",1224.0
p22,71,"[1451.75, 1435.0, 1454.67, 1459.0, 1426.0, 1534.0]",3975.0,19,"[0.2105, 0.2632, 0.1579, 0.0526, 0.2105, 0.0526]","[4, 5, 3, 1, 4, 1]","[0.2111, 0.2808, 0.1514, 0.0576, 0.236, 0.0309]","[115.0, 230.0, 154.0, 229.0, 129.0, 123.0]",Word 1,"[1569.0, 1557.0, 1512.0, 1459.0, 1527.0, 1534.0]","[1391.0, 1356.0, 1418.0, 1459.0, 1338.0, 1534.0]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[3.0, 2.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 2.0, 1.0, 3.0, 1.0]",60,Regen ruiniert oft den größten Spaß.,"[0.0526, 0.0526, 0.0526, 0.0526, 0.0526, 0.0526]",neutral_w,"['regen', 'ruiniert', 'oft', 'den', 'größten', 'spaß']","[0.0, 2.0, 0.0, 0.0, 2.0, 1.0]","[2.0, 1.0, 2.0, 1.0, 1.0, 0.0]","[2.0, 3.0, 2.0, 1.0, 3.0, 1.0]","[0, 1, 0, 0, 1, 1]",,hate,1,"[178.0, 201.0, 94.0, 0.0, 189.0, 0.0]",1236.0
p22,80,"[1450.8433333333332, 1425.53, 1543.0, 1384.0]",4063.0,21,"[0.0, 0.7143, 0.0476, 0.1429]","[0, 15, 1, 3]","[0.0, 0.7234, 0.0268, 0.208]","[147.33333333333334, 138.0, 109.0, 195.0]",Word 1,"[1546.0, 1556.0, 1543.0, 1539.0]","[1333.6666666666667, 1206.0, 1543.0, 1252.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 3.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 3.0, 1.0, 3.0]",61,Die #keinurlaub-Bewegung ist hysterisch.,"[0.1111, 0.2381, 0.0476, 0.0476]",neutral_w,"['die', '#keinurlaub-bewegung', 'ist', 'hysterisch']","[0.0, 0.0, 0.0, 2.0]","[0.0, 3.0, 1.0, 0.0]","[0.0, 3.0, 1.0, 2.0]","[0, 0, 0, 1]",,hate,1,"[212.33333333333331, 350.0, 0.0, 287.0]",1245.0
p23,8,"[1683.5, 1545.0, 1549.5, 1449.25, 1303.0, 1228.0]",2734.0,16,"[0.25, 0.0625, 0.125, 0.25, 0.0625, 0.125]","[4, 1, 2, 4, 1, 2]","[0.2356, 0.0563, 0.1258, 0.1789, 0.0611, 0.2337]","[128.0, 154.0, 181.0, 108.0, 167.0, 510.0]",Word 1,"[1789.0, 1545.0, 1556.0, 1542.0, 1303.0, 1237.0]","[1525.0, 1545.0, 1543.0, 1355.0, 1303.0, 1219.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]",64,Wissenschaftler sind überwiegend angetrieben durch Neugierde.,"[0.1875, 0.0625, 0.125, 0.25, 0.0625, 0.125]",neutral_w,"['wissenschaftler', 'sind', 'überwiegend', 'angetrieben', 'durch', 'neugierde']","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 1]",,positive,0,"[264.0, 0.0, 13.0, 187.0, 0.0, 18.0]",1263.0
p23,25,"[1275.0, 1232.67, 1179.33, 1196.6, 1188.0, 1108.0]",2824.0,14,"[0.2143, 0.2143, 0.2143, 0.0, 0.1429, 0.0714]","[3, 3, 3, 0, 2, 1]","[0.1873, 0.1689, 0.2415, 0.0, 0.3045, 0.0152]","[185.0, 325.0, 298.0, 257.8, 438.0, 43.0]",Word 1,"[1353.0, 1389.0, 1305.0, 1292.6, 1308.0, 1108.0]","[1191.0, 1151.0, 1058.0, 1115.2, 1068.0, 1108.0]","[1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 2.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[2.0, 3.0, 3.0, 0.0, 2.0, 1.0]",60,Regen ruiniert oft den größten Spaß.,"[0.1429, 0.0714, 0.0714, 0.0857, 0.0714, 0.0714]",neutral_w,"['regen', 'ruiniert', 'oft', 'den', 'größten', 'spaß']","[0.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[2.0, 2.0, 2.0, 0.0, 1.0, 0.0]","[2.0, 3.0, 3.0, 0.0, 2.0, 0.0]","[0, 1, 0, 0, 0, 0]",,neutral,0,"[162.0, 238.0, 247.0, 177.4, 240.0, 0.0]",1280.0
p23,39,"[1088.0, 1159.64, 1305.0, 1008.75]",4253.0,19,"[0.1579, 0.5789, 0.0526, 0.2105]","[3, 11, 1, 4]","[0.1274, 0.5091, 0.0374, 0.3261]","[149.0, 142.0, 159.0, 395.0]",Word 1,"[1218.0, 1311.0, 1305.0, 1130.0]","[896.0, 903.0, 1305.0, 933.0]","[1.0, 1.0, 0.0, 0.0]","[2.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 1.0, 2.0]",61,Die #keinurlaub-Bewegung ist hysterisch.,"[0.0526, 0.0526, 0.0526, 0.1053]",neutral_w,"['die', '#keinurlaub-bewegung', 'ist', 'hysterisch']","[0.0, 2.0, 0.0, 1.0]","[3.0, 2.0, 1.0, 0.0]","[3.0, 4.0, 1.0, 1.0]","[0, 0, 0, 1]",,hate,1,"[322.0, 408.0, 0.0, 197.0]",1294.0
p24,8,"[1002.4833333333336, 957.59, 1119.0, 930.86]",7979.0,32,"[0.0, 0.5312, 0.0312, 0.2188]","[0, 17, 1, 7]","[0.0, 0.5314, 0.0177, 0.2573]","[167.0, 171.0, 141.0, 189.0]",Word 1,"[1099.0, 1156.0, 1119.0, 1022.0]","[958.0, 863.0, 1119.0, 892.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 7.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 7.0, 1.0, 4.0]",61,Die #keinurlaub-Bewegung ist hysterisch.,"[0.0416333333333333, 0.0312, 0.0312, 0.0625]",neutral_w,"['die', '#keinurlaub-bewegung', 'ist', 'hysterisch']","[0.0, 0.0, 0.0, 4.0]","[0.0, 4.0, 1.0, 0.0]","[0.0, 4.0, 1.0, 4.0]","[0, 0, 0, 1]",,hate,1,"[141.0, 293.0, 0.0, 130.0]",1353.0
p24,50,"[1202.0, 1176.0, 1010.0, 1062.0, 981.0, 911.0]",1474.0,8,"[0.125, 0.125, 0.25, 0.125, 0.125, 0.125]","[1, 1, 2, 1, 1, 1]","[0.1153, 0.0889, 0.2883, 0.135, 0.1357, 0.171]","[170.0, 131.0, 250.0, 199.0, 200.0, 252.0]",Word 1,"[1202.0, 1176.0, 1143.0, 1062.0, 981.0, 911.0]","[1202.0, 1176.0, 877.0, 1062.0, 981.0, 911.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 2.0, 1.0, 1.0, 1.0]",64,Wissenschaftler sind überwiegend angetrieben durch Neugierde.,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",neutral_w,"['wissenschaftler', 'sind', 'überwiegend', 'angetrieben', 'durch', 'neugierde']","[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1, 0, 0, 1, 0, 1]",,positive,0,"[0.0, 0.0, 266.0, 0.0, 0.0, 0.0]",1395.0
p24,93,"[923.0, 1026.2, 966.8825, 968.0, 950.33, 966.8825]",2580.0,15,"[0.0667, 0.3333, 0.0, 0.0667, 0.2, 0.0]","[1, 5, 0, 1, 3, 0]","[0.0694, 0.3814, 0.0, 0.0713, 0.1632, 0.0]","[179.0, 134.0, 174.25, 184.0, 200.0, 174.25]",Word 1,"[923.0, 1261.0, 1028.75, 968.0, 963.0, 1028.75]","[923.0, 933.0, 940.75, 968.0, 939.0, 940.75]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 5.0, 0.0, 1.0, 2.0, 0.0]",60,Regen ruiniert oft den größten Spaß.,"[0.0667, 0.0667, 0.08335, 0.0667, 0.1333, 0.08335]",neutral_w,"['regen', 'ruiniert', 'oft', 'den', 'größten', 'spaß']","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[1.0, 2.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 3.0, 0.0, 1.0, 1.0, 0.0]","[1, 1, 0, 0, 0, 0]",,neutral,0,"[0.0, 328.0, 88.0, 0.0, 24.0, 88.0]",1438.0
p25,9,"[1023.0, 1019.39, 1014.6, 1007.43]",11540.0,49,"[0.0816, 0.6327, 0.102, 0.1429]","[4, 31, 5, 7]","[0.0586, 0.7166, 0.0695, 0.1315]","[169.0, 154.0, 109.0, 202.0]",Word 1,"[1063.0, 1067.0, 1067.0, 1064.0]","[977.0, 966.0, 962.0, 967.0]","[1.0, 1.0, 1.0, 0.0]","[3.0, 3.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 6.0, 5.0, 4.0]",61,Die #keinurlaub-Bewegung ist hysterisch.,"[0.0204, 0.102, 0.0204, 0.0204]",neutral_w,"['die', '#keinurlaub-bewegung', 'ist', 'hysterisch']","[0.0, 2.0, 1.0, 4.0]","[3.0, 3.0, 3.0, 0.0]","[3.0, 5.0, 4.0, 4.0]","[0, 0, 0, 0]",,positive,0,"[86.0, 101.0, 105.0, 97.0]",1444.0
p25,28,"[995.33, 1027.6, 1034.8, 1010.0, 1034.4, 1020.4259999999998]",4531.0,24,"[0.125, 0.2083, 0.2083, 0.125, 0.2083, 0.0]","[3, 5, 5, 3, 5, 0]","[0.1115, 0.1949, 0.2117, 0.1309, 0.2803, 0.0]","[113.0, 130.0, 129.0, 69.0, 218.0, 131.8]",Word 1,"[1010.0, 1064.0, 1056.0, 1039.0, 1091.0, 1052.0]","[985.0, 990.0, 984.0, 980.0, 987.0, 985.2]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[2.0, 3.0, 3.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 5.0, 5.0, 3.0, 4.0, 0.0]",60,Regen ruiniert oft den größten Spaß.,"[0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417]",neutral_w,"['regen', 'ruiniert', 'oft', 'den', 'größten', 'spaß']","[0.0, 2.0, 2.0, 1.0, 3.0, 0.0]","[2.0, 3.0, 3.0, 2.0, 0.0, 0.0]","[2.0, 5.0, 5.0, 3.0, 3.0, 0.0]","[0, 1, 0, 0, 0, 0]",,positive,0,"[25.0, 74.0, 72.0, 59.0, 104.0, 66.8]",1463.0
